tipo_estabelecimento;uf;municipio;gestao;capacidade_total_final;capacidade_total_calculada;vagas_desativadas_total;capacidade_masculino_total;capacidade_feminino_total;capacidade_provisorios_total;capacidade_fechado_total;capacidade_semiaberto_total;capacidade_aberto_total;capacidade_rdd_total;capacidade_medida_internacao_total;capacidade_outros_total;pop_total_final;pop_total;pop_total_calculada;pop_provisorios_total;pop_fechado_total;pop_semiaberto_total;pop_aberto_total;pop_internacao_total;pop_tratamento_ambulatorial_total;pop_rdd_total;taxa_ocupacao;flag_superlotacao;perc_provisorios;perc_fechado;perc_semiaberto;perc_aberto;mov_entradas_total;mov_alvaras_total;mov_abandonos_total;mov_obitos_total;mov_transf_in_total;mov_transf_out_total;mov_perm_saida_total;mov_saida_temp_total;pop_18_29_total;perc_18_29;idade_18_24_total;idade_25_29_total;idade_30_34_total;idade_35_45_total;idade_46_60_total;idade_61_70_total;idade_70mais_total;idade_nao_info_total;raca_parda_preta_total;perc_parda_preta;raca_branca_total;raca_preta_total;raca_parda_total;raca_amarela_total;raca_indigena_total;raca_nao_info_total;proc_urb_interior_total;proc_urb_rm_total;proc_rural_total;civil_solteiro_total;civil_uniao_total;civil_casado_total;civil_separado_total;civil_divorciado_total;civil_viuvo_total;civil_nao_info_total;gestao_saude_terceirizada;gestao_assist_juridica_terceirizada;saude_nao_possui;saude_consultorio_medico;saude_consultorio_odontologico;saude_enfermagem;saude_farmacia;flag_sem_modulo_saude;educacao_nao_possui;educacao_sala_aula;educacao_sala_informatica;educacao_biblioteca;flag_sem_modulo_educacao;assist_juridica_nao;assist_juridica_defensoria;assist_juridica_dativos;assist_juridica_ong;flag_assist_juridica_defensoria;saude_consultas_ext_total;saude_consultas_no_estab_total;saude_consultas_psico_total;saude_consultas_odonto_total;saude_exames_total;saude_vacinas_total;saude_outros_proc_total;mortalidade_natural_total;mortalidade_criminal_total;mortalidade_suicidio_total;mortalidade_acidental_total;mortalidade_causa_desconhecida_total;controle_mais_90_dias;controle_semiaberto_aguardando_vaga;proc_urb_interior_masc;proc_urb_interior_fem;proc_urb_rm_masc;proc_urb_rm_fem;proc_rural_masc;proc_rural_fem
Domiciliar com monitoramento eletrônico;AC;Brasileia;Pública;178.0;178.0;0.0;157.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;178.0;178;178;178.0;45.0;0.0;133.0;0.0;0.0;0.0;0.0;1.0;0;0.25280898876404495;0.0;0.7471910112359551;0.0;12.0;10.0;0.0;2.0;5.0;2.0;0.0;0.0;83.0;0.46629213483146065;29.0;54.0;28.0;42.0;22.0;2.0;1.0;0.0;160.0;0.898876404494382;14.0;16.0;144.0;0.0;4.0;0.0;173.0;0.0;5.0;122.0;34.0;19.0;1.0;2.0;0.0;0.0;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Não;Sim;Não;Não;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;Não;Não;152.0;21.0;0.0;0.0;5.0;0.0
Domiciliar com monitoramento eletrônico;AC;Cruzeiro do Sul;Pública;349.0;349.0;0.0;321.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;349.0;349;349;349.0;94.0;0.0;255.0;0.0;0.0;0.0;0.0;1.0;0;0.2693409742120344;0.0;0.7306590257879656;0.0;37.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;143.0;0.40974212034383956;46.0;97.0;60.0;95.0;43.0;6.0;2.0;0.0;276.0;0.7908309455587392;67.0;26.0;250.0;2.0;4.0;0.0;0.0;0.0;0.0;;;;;;;;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Sim;Não;Não;Não;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não;Não;;;;;;
Domiciliar com monitoramento eletrônico;AC;Feijó;Pública;353.0;353.0;0.0;313.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;353.0;353;353;353.0;154.0;0.0;199.0;0.0;0.0;0.0;0.0;1.0;0;0.43626062322946174;0.0;0.5637393767705382;0.0;38.0;27.0;0.0;3.0;75.0;22.0;3.0;9.0;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;0.0;0.0;0.0;;;;;;;;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Sim;Não;Não;Não;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;Não;Não;;;;;;
Domiciliar com monitoramento eletrônico;AC;Sena Madureira;Pública;199.0;199.0;0.0;169.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;199.0;199;199;199.0;52.0;2.0;145.0;0.0;0.0;0.0;0.0;1.0;0;0.2613065326633166;0.010050251256281407;0.7286432160804021;0.0;132.0;16.0;0.0;0.0;3.0;4.0;0.0;0.0;99.0;0.49748743718592964;38.0;61.0;39.0;12.0;3.0;3.0;6.0;37.0;177.0;0.8894472361809045;10.0;16.0;161.0;6.0;3.0;1.0;63.0;33.0;13.0;138.0;25.0;28.0;1.0;1.0;1.0;5.0;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Sim;Não;Não;Não;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não;Não;54.0;9.0;22.0;11.0;12.0;1.0
Domiciliar com monitoramento eletrônico;AC;Rio Branco;Pública;1817.0;1817.0;0.0;1629.0;188.0;0.0;0.0;0.0;0.0;0.0;0.0;1817.0;1817;1817;1817.0;324.0;90.0;1403.0;0.0;0.0;0.0;0.0;1.0;0;0.17831590533847;0.04953219592735278;0.7721518987341772;0.0;995.0;446.0;0.0;14.0;353.0;156.0;0.0;0.0;702.0;0.38635112823335166;278.0;424.0;327.0;538.0;204.0;25.0;21.0;0.0;1683.0;0.9262520638414969;118.0;106.0;1577.0;0.0;16.0;0.0;0.0;0.0;0.0;1158.0;232.0;334.0;31.0;48.0;14.0;0.0;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Sim;Não;Não;Não;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;7.0;1.0;0.0;2.0;Sim. Quantos;Não;;;;;;
Cela física;AC;Rio Branco;Pública;759.0;759.0;0.0;759.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;759.0;1772;1772;1772.0;461.0;1297.0;4.0;0.0;10.0;0.0;0.0;2.334650856389987;1;0.2601580135440181;0.731941309255079;0.002257336343115124;0.0;732.0;161.0;0.0;1.0;0.0;0.0;0.0;0.0;862.0;0.48645598194130923;373.0;489.0;378.0;411.0;101.0;14.0;6.0;0.0;1704.0;0.9616252821670429;54.0;81.0;1623.0;5.0;9.0;0.0;0.0;0.0;0.0;1040.0;547.0;162.0;4.0;14.0;5.0;0.0;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Não;Sim;0;Não;Sim;Não;Não;1;329.0;1450.0;0.0;36.0;25.0;0.0;591.0;0.0;1.0;0.0;0.0;0.0;Não;Não;;;;;;
Cela física;AC;Rio Branco;Pública;226.0;226.0;0.0;0.0;226.0;0.0;226.0;0.0;0.0;0.0;0.0;0.0;226;226;226.0;39.0;182.0;2.0;2.0;1.0;0.0;0.0;1.0;0;0.17256637168141592;0.8053097345132744;0.008849557522123894;0.008849557522123894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0;0.4026548672566372;44.0;47.0;42.0;54.0;11.0;1.0;0.0;27.0;204.0;0.9026548672566371;18.0;14.0;190.0;0.0;0.0;3.0;0.0;0.0;0.0;113.0;61.0;36.0;0.0;2.0;3.0;11.0;Não;Não;Não;Sim;Não;Não;Sim;0;Não;Sim;Não;Sim;0;Não;Sim;Sim;Não;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Não;;;;;;
Cela física;AC;Rio Branco;Pública;792.0;792.0;0.0;792.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;792.0;1104;1104;1104.0;177.0;925.0;2.0;0.0;0.0;0.0;0.0;1.393939393939394;1;0.16032608695652173;0.8378623188405797;0.0018115942028985507;0.0;337.0;91.0;0.0;1.0;0.0;0.0;0.0;0.0;471.0;0.4266304347826087;168.0;303.0;252.0;287.0;84.0;6.0;4.0;0.0;1049.0;0.9501811594202898;42.0;45.0;1004.0;4.0;9.0;0.0;0.0;0.0;0.0;685.0;290.0;117.0;2.0;9.0;1.0;0.0;Não;Não;Sim;Não;Não;Não;Não;1;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;161.0;973.0;9.0;12.0;4.0;0.0;705.0;0.0;1.0;0.0;0.0;0.0;Não;Não;;;;;;
Cela física;AC;Rio Branco;Pública;300.0;300.0;0.0;300.0;0.0;0.0;287.0;0.0;0.0;13.0;0.0;0.0;94;94;94.0;0.0;94.0;0.0;0.0;0.0;0.0;13.0;0.31333333333333335;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;7.0;18.0;0.0;13.0;0.13829787234042554;1.0;12.0;21.0;45.0;15.0;0.0;0.0;0.0;90.0;0.9574468085106383;3.0;7.0;83.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;;;;Não;Não;Não;Sim;Não;Não;Não;0;Não;Não;Não;Sim;0;Não;Sim;Sim;Não;1;9.0;83.0;17.0;1.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;;;;;;
Cela física;AC;Rio Branco;Pública;56.0;56.0;0.0;56.0;0.0;0.0;0.0;56.0;0.0;0.0;0.0;;1;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.017857142857142856;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;;;;;;;0.0;0.0;0.0;;;;;;;;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Não;Sim;Não;Não;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Não;Não;;;;;;
Cela física;AC;Senador Guiomard;Pública;796.0;796.0;0.0;796.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;796.0;482;482;482.0;21.0;461.0;0.0;0.0;0.0;0.0;0.0;0.6055276381909548;0;0.043568464730290454;0.9564315352697096;0.0;0.0;9.0;7.0;0.0;1.0;107.0;143.0;160.0;0.0;221.0;0.45850622406639;89.0;132.0;109.0;96.0;42.0;11.0;3.0;0.0;377.0;0.7821576763485477;96.0;128.0;249.0;6.0;3.0;0.0;131.0;293.0;58.0;;;;;;;;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;112.0;401.0;136.0;134.0;82.0;74.0;389.0;;0.0;0.0;0.0;1.0;Sim. Quantos;Sim. Quantos;131.0;0.0;293.0;0.0;58.0;0.0
Cela física;AC;Sena Madureira;Pública;444.0;444.0;0.0;444.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;444.0;462;462;462.0;129.0;331.0;0.0;0.0;2.0;0.0;0.0;1.0405405405405406;1;0.2792207792207792;0.7164502164502164;0.0;0.0;89.0;108.0;0.0;0.0;12.0;14.0;93.0;0.0;309.0;0.6688311688311688;135.0;174.0;81.0;56.0;12.0;2.0;2.0;0.0;422.0;0.9134199134199135;24.0;63.0;359.0;5.0;11.0;0.0;126.0;0.0;65.0;271.0;58.0;27.0;0.0;0.0;0.0;106.0;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Não;Sim;0;Não;Sim;Não;Não;1;36.0;220.0;209.0;185.0;631.0;450.0;173.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;126.0;0.0;0.0;0.0;65.0;0.0
Cela física;AC;Tarauacá;Pública;36.0;36.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;20;20;20.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.75;7.0;8.0;2.0;2.0;1.0;0.0;0.0;0.0;14.0;0.7;6.0;0.0;14.0;0.0;0.0;0.0;20.0;0.0;0.0;5.0;11.0;4.0;0.0;0.0;0.0;0.0;Não;Não;Sim;Não;Não;Não;Não;1;Não;Não;Não;Sim;0;Não;Sim;Não;Não;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;0.0;20.0;0.0;0.0;0.0;0.0
Cela física;AC;Cruzeiro do Sul;Pública;36.0;36.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;16;16;16.0;6.0;10.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0;0.375;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.625;2.0;8.0;2.0;4.0;0.0;0.0;0.0;0.0;15.0;0.9375;1.0;1.0;14.0;0.0;0.0;0.0;15.0;0.0;1.0;8.0;6.0;2.0;0.0;0.0;0.0;0.0;Não;Não;Sim;Não;Não;Não;Não;1;Não;Sim;Não;Sim;0;Não;Sim;Não;Não;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;0.0;15.0;0.0;0.0;0.0;1.0
Cela física;AC;Cruzeiro do Sul;Pública;512.0;512.0;112.0;512.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;512.0;851;851;851.0;263.0;545.0;36.0;1.0;4.0;2.0;0.0;1.662109375;1;0.309048178613396;0.6404230317273796;0.04230317273795535;0.0011750881316098707;196.0;71.0;0.0;0.0;52.0;135.0;0.0;0.0;411.0;0.48296122209165687;161.0;250.0;167.0;183.0;74.0;7.0;9.0;0.0;772.0;0.9071680376028202;61.0;74.0;698.0;8.0;10.0;0.0;690.0;0.0;161.0;402.0;315.0;21.0;3.0;3.0;7.0;100.0;Não;Não;Sim;Não;Não;Não;Não;1;Não;Sim;Não;Sim;0;Não;Sim;Não;Não;1;154.0;515.0;0.0;156.0;153.0;0.0;750.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;690.0;0.0;0.0;0.0;161.0;0.0
Cela física;AC;Tarauacá;Pública;280.0;280.0;0.0;280.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;280.0;500;500;500.0;213.0;287.0;0.0;0.0;0.0;0.0;0.0;1.7857142857142858;1;0.426;0.574;0.0;0.0;141.0;131.0;0.0;1.0;25.0;15.0;198.0;0.0;294.0;0.588;122.0;172.0;107.0;73.0;20.0;5.0;1.0;0.0;440.0;0.88;44.0;46.0;394.0;3.0;13.0;0.0;450.0;0.0;50.0;308.0;148.0;39.0;2.0;2.0;1.0;0.0;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;157.0;248.0;78.0;81.0;180.0;705.0;50.0;1.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;450.0;0.0;0.0;0.0;50.0;0.0
Cela física;AL;Arapiraca;Pública;48.0;48.0;0.0;48.0;0.0;48.0;0.0;0.0;0.0;0.0;0.0;;20;20;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0;1.0;0.0;0.0;0.0;297.0;28.0;0.0;0.0;0.0;279.0;0.0;0.0;10.0;0.5;6.0;4.0;2.0;7.0;1.0;0.0;0.0;0.0;16.0;0.8;4.0;7.0;9.0;0.0;0.0;0.0;13.0;0.0;7.0;10.0;6.0;3.0;0.0;1.0;0.0;0.0;Não;Não;Não;Não;Não;Não;Não;0;Sim;Não;Não;Não;1;Sim;Não;Não;Não;0;2.0;8.0;385.0;0.0;1016.0;0.0;4224.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;13.0;0.0;0.0;0.0;7.0;0.0
Domiciliar sem monitoramento eletrônico;AL;Maceió;Pública;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;4503;4503;4503.0;0.0;0.0;0.0;4503.0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1.0;660.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4502.0;0.0;0.0;0.0;;;;;;;;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Não;Não;Não;Não;0;0.0;0.0;491.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;;;;;;
Domiciliar com monitoramento eletrônico;AL;Maceió;Pública;1900.0;1900.0;0.0;1710.0;190.0;0.0;0.0;0.0;0.0;0.0;0.0;1900.0;1810;1810;1810.0;815.0;0.0;995.0;0.0;0.0;0.0;0.0;0.9526315789473684;0;0.45027624309392267;0.0;0.5497237569060773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;562.0;0.3104972375690608;176.0;386.0;376.0;565.0;237.0;49.0;21.0;0.0;460.0;0.2541436464088398;132.0;114.0;346.0;18.0;1.0;1199.0;0.0;0.0;0.0;;;;;;;;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Não;Não;Não;Não;0;0.0;0.0;705.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Não;;;;;;
Cela física;AL;Maceió;Pública;130.0;130.0;0.0;121.0;9.0;0.0;0.0;0.0;0.0;0.0;130.0;;45;45;45.0;5.0;5.0;0.0;0.0;35.0;0.0;0.0;0.34615384615384615;0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;0.2222222222222222;3.0;7.0;5.0;16.0;14.0;0.0;0.0;0.0;36.0;0.8;9.0;7.0;29.0;0.0;0.0;0.0;29.0;16.0;0.0;41.0;3.0;1.0;0.0;0.0;0.0;0.0;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Não;Sim;0;Não;Sim;Não;Não;1;6.0;265.0;299.0;115.0;14.0;90.0;48899.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;29.0;0.0;16.0;0.0;0.0;0.0
Domiciliar sem monitoramento eletrônico;AL;Maceió;Pública;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2568;2568;2568.0;0.0;0.0;2568.0;0.0;0.0;0.0;0.0;;0;0.0;0.0;1.0;0.0;791.0;0.0;0.0;63.0;0.0;0.0;0.0;0.0;892.0;0.34735202492211836;204.0;688.0;567.0;632.0;379.0;68.0;15.0;15.0;1660.0;0.6464174454828661;523.0;268.0;1392.0;0.0;1.0;382.0;1441.0;947.0;180.0;1003.0;545.0;410.0;0.0;166.0;6.0;438.0;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Não;Sim;Não;Não;1;0.0;0.0;2727.0;0.0;874.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;Sim. Quantos;Sim. Quantos;1394.0;47.0;845.0;102.0;179.0;1.0
Cela física;AL;Maceió;Pública;404.0;404.0;0.0;404.0;0.0;404.0;0.0;0.0;0.0;0.0;0.0;;857;857;857.0;664.0;193.0;0.0;0.0;0.0;0.0;0.0;2.121287128712871;1;0.7747957992998833;0.22520420070011668;0.0;0.0;8.0;424.0;0.0;1.0;683.0;73.0;0.0;0.0;277.0;0.323220536756126;124.0;153.0;114.0;236.0;178.0;44.0;8.0;0.0;604.0;0.704784130688448;235.0;134.0;470.0;0.0;1.0;17.0;344.0;332.0;181.0;423.0;272.0;97.0;0.0;26.0;7.0;32.0;Não;Não;Não;Sim;Sim;Sim;Não;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;25.0;635.0;754.0;583.0;253.0;636.0;305882.0;1.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;344.0;0.0;332.0;0.0;181.0;0.0
Cela física;AL;Maceió;Pública;221.0;221.0;0.0;0.0;221.0;110.0;111.0;0.0;0.0;0.0;0.0;;166;166;166.0;49.0;117.0;0.0;0.0;0.0;0.0;0.0;0.751131221719457;0;0.29518072289156627;0.7048192771084337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;0.3795180722891566;27.0;36.0;37.0;45.0;18.0;2.0;1.0;0.0;144.0;0.8674698795180723;22.0;15.0;129.0;0.0;0.0;0.0;77.0;74.0;15.0;100.0;34.0;23.0;0.0;4.0;5.0;0.0;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;0.0;77.0;0.0;74.0;0.0;15.0
Cela física;AL;Maceió;Pública;157.0;157.0;0.0;157.0;0.0;0.0;157.0;0.0;0.0;0.0;0.0;;119;119;119.0;0.0;119.0;0.0;0.0;0.0;0.0;0.0;0.7579617834394905;0;0.0;1.0;0.0;0.0;0.0;19.0;0.0;0.0;23.0;6.0;0.0;0.0;11.0;0.09243697478991597;3.0;8.0;19.0;43.0;36.0;9.0;1.0;0.0;79.0;0.6638655462184874;40.0;13.0;66.0;0.0;0.0;0.0;53.0;47.0;19.0;42.0;5.0;59.0;0.0;12.0;1.0;0.0;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;23.0;833.0;1114.0;619.0;188.0;156.0;36854.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;53.0;0.0;47.0;0.0;19.0;0.0
Cela física;AL;Maceió;Co-gestão;1008.0;1008.0;0.0;1008.0;0.0;0.0;1008.0;0.0;0.0;0.0;0.0;;977;977;977.0;136.0;841.0;0.0;0.0;0.0;0.0;0.0;0.9692460317460317;0;0.13920163766632548;0.8607983623336745;0.0;0.0;1.0;264.0;0.0;2.0;549.0;266.0;0.0;0.0;457.0;0.4677584442169908;142.0;315.0;229.0;231.0;59.0;1.0;0.0;0.0;754.0;0.7717502558853634;219.0;177.0;577.0;0.0;4.0;0.0;293.0;602.0;82.0;421.0;394.0;118.0;0.0;44.0;0.0;0.0;Sim;Sim;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;29.0;3424.0;1450.0;1874.0;599.0;1014.0;181919.0;0.0;2.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;293.0;0.0;602.0;0.0;82.0;0.0
Cela física;AL;Maceió;Pública;892.0;892.0;0.0;892.0;0.0;0.0;892.0;0.0;0.0;0.0;0.0;;1323;1323;1323.0;110.0;1213.0;0.0;0.0;0.0;0.0;0.0;1.4831838565022422;1;0.08314436885865457;0.9168556311413454;0.0;0.0;17.0;236.0;0.0;4.0;340.0;69.0;0.0;0.0;346.0;0.2615268329554044;85.0;261.0;297.0;384.0;217.0;55.0;24.0;0.0;964.0;0.7286470143613001;352.0;228.0;736.0;0.0;7.0;0.0;482.0;809.0;32.0;529.0;432.0;197.0;0.0;87.0;8.0;70.0;Não;Não;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;73.0;828.0;515.0;216.0;145.0;30.0;114564.0;4.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;482.0;0.0;809.0;0.0;32.0;0.0
Cela física;AL;Maceió;Pública;192.0;192.0;0.0;192.0;0.0;192.0;0.0;0.0;0.0;0.0;0.0;;99;99;99.0;65.0;34.0;0.0;0.0;0.0;0.0;0.0;0.515625;0;0.6565656565656566;0.3434343434343434;0.0;0.0;1536.0;151.0;0.0;0.0;7.0;1373.0;0.0;0.0;46.0;0.46464646464646464;25.0;21.0;20.0;19.0;11.0;3.0;0.0;0.0;77.0;0.7777777777777778;22.0;7.0;70.0;0.0;0.0;0.0;23.0;73.0;3.0;54.0;31.0;11.0;0.0;3.0;0.0;0.0;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Não;Sim;Sim;Não;1;0.0;488.0;1627.0;6.0;4761.0;5004.0;20732.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;23.0;0.0;73.0;0.0;3.0;0.0
Cela física;AL;Maceió;Co-gestão;1008.0;1008.0;0.0;1008.0;0.0;1008.0;0.0;0.0;0.0;0.0;0.0;;987;987;987.0;866.0;121.0;0.0;0.0;0.0;0.0;15.0;0.9791666666666666;0;0.8774062816616008;0.12259371833839919;0.0;0.0;2.0;421.0;0.0;1.0;749.0;322.0;0.0;0.0;564.0;0.5714285714285714;333.0;231.0;152.0;178.0;88.0;5.0;0.0;0.0;764.0;0.7740628166160081;222.0;152.0;612.0;0.0;1.0;0.0;438.0;492.0;57.0;491.0;373.0;87.0;0.0;27.0;2.0;7.0;Sim;Sim;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;17.0;3196.0;1121.0;1340.0;4375.0;1229.0;464877.0;0.0;0.0;0.0;0.0;1.0;Sim. Quantos;Sim. Quantos;438.0;0.0;492.0;0.0;57.0;0.0
Cela física;AL;Girau do Ponciano;Co-gestão;960.0;960.0;0.0;960.0;0.0;960.0;0.0;0.0;0.0;0.0;0.0;;943;943;943.0;273.0;670.0;0.0;0.0;0.0;0.0;0.0;0.9822916666666667;0;0.28950159066808057;0.7104984093319194;0.0;0.0;211.0;230.0;0.0;2.0;299.0;274.0;0.0;0.0;495.0;0.5249204665959704;216.0;279.0;193.0;188.0;59.0;4.0;4.0;0.0;662.0;0.7020148462354189;276.0;173.0;489.0;0.0;5.0;0.0;458.0;406.0;79.0;334.0;457.0;125.0;0.0;23.0;4.0;0.0;Sim;Sim;Não;Sim;Sim;Sim;Sim;0;Não;Sim;Sim;Sim;0;Não;Sim;Não;Não;1;84.0;3648.0;1869.0;1189.0;398.0;996.0;8074.0;1.0;1.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;458.0;0.0;406.0;0.0;79.0;0.0
Domiciliar sem monitoramento eletrônico;AM;Manaus;Pública;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2956;2956;2956.0;0.0;0.0;0.0;2956.0;0.0;0.0;0.0;;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;121.0;13.0;0.0;0.0;1809.0;0.6119756427604871;691.0;1118.0;449.0;342.0;322.0;29.0;5.0;0.0;2510.0;0.8491204330175913;442.0;395.0;2115.0;1.0;3.0;0.0;96.0;2850.0;10.0;1930.0;428.0;586.0;1.0;6.0;1.0;4.0;Não;Não;Sim;Não;Não;Não;Não;1;Sim;Não;Não;Não;1;Sim;Não;Não;Não;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Sim. Quantos;Sim. Quantos;96.0;0.0;2594.0;256.0;10.0;0.0
